thema;indicator;x2012;x2018;x2020;x2021;x2022;x2023;x2024;x2025;bron;doel_streefwaarde_bedoeling;legitimatie;doel_coalitie;bedoeling_coalitie
;"Arbeidsproductiviteit (toegevoegde waarde per gewerkt uur; index, 2021 = 100)";;;97,00000000000000;100,00000000000000;102,00000000000000;100,0000000000000;99,90000000000001;;CBS;een hogere indexscore is beter;Beleid Europese Commissie, Productiviteitsagenda;;Arbeidsproductiviteit verhogen
;Netto arbeidsparticipatie (% 15-75-jarigen met betaald werk);;;69,59999999999999;70,40000000000001;72,20000000000000;73,1000000000000;73,20000000000000;73,20;CBS;een hoger % is beter;Participatiewet;;
;Werkloosheid (% werkzoekenden 15-75 jaar die direct beschikbaar zijn als percentage van beroepsbevolking);;;4,80000000000000;4,20000000000000;3,50000000000000;3,6000000000000;3,70000000000000;3,90;CBS;een lager % is beter;Europese intitatieven uit Europees Parlement: Europese Werkgelegenheidsstrategie;;
Kennis & Vaardigheden;PISA-scores lezen;;485;;;459,00000000000000;;;;OECD;een hogere score is beter;"Wet op primair onderwijs; Wet op voorgezet onderwijs 2020";;Gericht investeren in lezen, schrijven en rekenen
;PISA-scores wiskunde;;519;;;493,00000000000000;;;;OECD;een hogere score is beter;"Wet op primair onderwijs; Wet op voorgezet onderwijs 2020";;Gericht investeren in lezen, schrijven en rekenen
;PISA-scores science;;503;;;488,00000000000000;;;;OECD;een hogere score is beter;"Wet op primair onderwijs; Wet op voorgezet onderwijs 2021";;Gericht investeren in lezen, schrijven en rekenen
;PIAAC-scores taalvaardigheid;284;;;;;279,0000000000000;;;OECD;een hogere score is beter;"Wet educatie en beroepsonderwijs; Wet op hoger onderwijs en wetenschappelijk onderzoek";;
;PIAAC-scores rekenvaardigheid;288;;;;;284,0000000000000;;;OECD;een hogere score is beter;"Wet educatie en beroepsonderwijs; Wet op hoger onderwijs en wetenschappelijk onderzoek";;
;PIAAC-scores probleemoplossend vermogen;286;;;;;265,0000000000000;;;OECD;een hogere score is beter;"Wet educatie en beroepsonderwijs; Wet op hoger onderwijs en wetenschappelijk onderzoek";;
;Minimaal digitale basisvaardigheden (% personen > 12 jaar);;;;74,30000000000000;;78,7000000000000;;;CBS;Doel 2030: 80%;Europees beleid: The Digital Decade;;We scholen jonge mensen in cybersecurity- en digitale vaardigheden
;Aantallen vroegtijdig schoolverlaters (12-23 jaar);;;26360,00000000000000;28790,00000000000000;35840,00000000000000;35670,0000000000000;34210,00000000000000;;CBS;Maximum 2026: 18.000;Wet educatie en beroepsonderwijs, Wet op hoger onderwijs en wetenschappelijk onderzoek;;
Klimaat en Milieu;Broeikasgasemissies (CO2-eq. Mton);;;167,80000000000001;170,80000000000001;155,90000000000001;146,1000000000000;144,40000000000001;145,60;CBS;2040: -90% t.o.v. 1990 = 22,7;Akkoord van Parijs en EU en Nationale Klimaatwet;90% in 2040 t.o.v. 1990;
;Ammoniak-uitstoot (NH3) (landbouw);;;107,42000000000000;105,73581107047768;103,50218464411716;99,3966563209553;94,91391867069437;;RIVM;2035: 62,6 (42%);Wet stikstofreductie en natuurverbetering;2035: 42%-46% NH3 t.o.v. 2019;
;Ammoniak-uitstoot (NH3) (industrie);;;1,57338668037274;1,48963917575096;1,26376943927973;1,1272308605197;1,04682024715856;;RIVM;2035: 0,7;Wet stikstofreductie en natuurverbetering;2035: 50% NH3 t.o.v. 2019;
;NOx-uistoot (mobiliteit);;;145,14243124822607;138,76573674676885;137,72875901396540;128,3450243793510;122,40657568456956;;RIVM;2035: 80,6;Wet stikstofreductie en natuurverbetering;2035: 50% NOx t.o.v. 2019;
;Stikstofdepositie gevoelige natuurgebieden (mol/ha);;;1425,00000000000000;1455,00000000000000;1240,00000000000000;1318,0000000000000;1336,00000000000000;1348,00;RIVM;Doel 2035: 850 mol/ha;Wet stikstofreductie en natuurverbetering;;
;Aandeel Natura 2000 dat voldoende onder de Kritische DepositieWaarde (KDW) zit;;;28,60000000000000;28,70000000000000;31,50000000000000;30,5000000000000;29,30000000000000;29,90;RIVM/PBL/CLO;"Doel 2030: 50%; 2035: 74%";Wet stikstofreductie en natuurverbetering;;Aanpak om stikstof te reduceren richt zich met name op de meest stikstofgevoelige Natura 2000-gebieden die nog niet onder de norm zitten
;Kwaliteit oppervlaktewater (chemisch) (% van voldoende kwaliteit));;;;9,40000000000000;;;0,67000000000000;;CBS;Doel 2027: 100%;Kaderrichtlijn Water;;De waterkwaliteit wordt structureel verbeterd
;Kwaliteit oppervlaktewater (biologisch) (% van goede kwaliteit));;;;13,90000000000000;;;14,63000000000000;;CBS;Doel 2027: 100%;Kaderrichtlijn Water;;De waterkwaliteit wordt structureel verbeterd
;Living Planet Index - NL (fauna het land) (1990 = 100);;;75,00000000000000;74,00000000000000;74,00000000000000;73,0000000000000;69,00000000000000;;CBS;een hoger indexgetal is beter;Europese natuurherstelwet;;Kunnen we de biodiversiteit van (versnipperde) natuur sterker maken
;Living Planet Index - NL (fauna zoetwater);;;181,00000000000000;184,00000000000000;186,00000000000000;189,0000000000000;159,00000000000000;;CBS;een hoger indexgetal is beter;Europese natuurherstelwet;;Kunnen we de biodiversiteit van (versnipperde) natuur sterker maken
;Hernieuwbare energie - eindgebruik (%);;;11,47000000000000;13,12000000000000;15,29000000000000;17,5900000000000;20,18000000000000;;CBS;Doel 2030: 39%;Wet implementatie EU-richtlijn hernieuwbare energie;;
Wonen;Woningen tekort (aantal);;;331,00000000000000;279,00000000000000;315,00000000000000;390,0000000000000;401,00000000000000;396,00;CBS/SBF;Lager tekort is beter;Programma Woningbouw 2022;;Woningtekort terugdringen
;Verdeling woningvoorraad naar eigendom (vrije sectorhuur);;;1058,83600000000001;1100,04199999999992;1128,68299999999999;1166,6070000000000;1186,83099999999990;1181,00;CBS;;Programma Woningbouw 2022;;
;Verdeling woningvoorraad naar eigendom (koop);;;4517,92100000000028;4549,47999999999956;4597,51800000000003;4634,4110000000001;4686,64699999999993;4754,00;CBS;;Programma Woningbouw 2022;;
;Verdeling woningvoorraad naar eigendom (sociale huur);;;2298,88500000000022;2301,73700000000008;2305,77199999999993;2312,9810000000002;2321,42099999999982;2332,00;CBS;Meer is beter;Programma Woningbouw 2022;;
;(Mediane) Woonquote (eigenaar);;;18,70000000000000;18,30000000000000;17,10000000000000;17,1000000000000;;;CBS;Lager is beter;Woningwet;;
;(Mediane) Woonquote (huurder);;;29,60000000000000;30,30000000000000;25,70000000000000;26,4000000000000;;;CBS;Lager is beter;Woningwet;;
;Dakloosheid (dakloze mensen x 1.000);;;36,40000000000000;32,00000000000000;26,60000000000000;30,6000000000000;33,00000000000000;;;2030: nul daklozen;"Grondwet, VN-verdrag (recht op wonen); Nationaal Actieplan Dakloosheid";;
Zorg;Gezonde levensverwachting (bij geboorte) - mannen;;;66,40000000000001;65,40000000000001;63,20000000000000;64,1000000000000;63,50000000000000;64,10;RIVM/CBS;een hogere leeftijd is beter;Nationaal Preventieakkoord 2018/Samenhangende preventiestrategie;;Gezondste generatie
;Gezonde levensverwachting (bij geboorte) - vrouwen;;;65,80000000000000;65,09999999999999;62,30000000000000;62,4000000000000;62,00000000000000;62,00;RIVM/CBS;een hogere leeftijd is beter;Nationaal Preventieakkoord 2018/Samenhangende preventiestrategie;;Gezondste generatie
;Gemiddelde wachttijd behandeling ziekenhuis (% langer dan Treeknorm);;;;;46,20000000000000;46,0000000000000;43,60000000000000;42,00;Nza;een lager % is beter;Wet Marktordening Gezondheidszorg;;Toegankelijkheid zorg verbeteren
;Vaccinatiegraad Rijksvaccinatieprogramma zuigelingen (geregistreerde vaccinaties totaal);;;90,80000000000000;91,30000000000000;90,59999999999999;84,2000000000000;83,70000000000000;86,00;RIVM;Minimaal 90%;Professionele norm WHO en RIVM voor effectieve bescherming;;
;Vaccinatiegraad Rijksvaccinatieprogramma zuigelingen (geregistreerde vaccinaties BMR);;;93,59999999999999;93,59999999999999;92,70000000000000;89,4000000000000;88,80000000000000;88,80;;Minimaal 95%;Professionele norm WHO en RIVM voor effectieve bescherming;;
;Voldoende beweging (% bevolking > 4 jr.);;;52,70000000000000;47,20000000000000;44,30000000000000;45,1000000000000;46,20000000000000;47,00;RIVM/CBS;2040: minimaal 75% (4-17 jr.);Nationaal Preventieakkoord 2018/Samenhangende preventiestrategie;;We focussen op (…) en op het stimuleren van bewegen
;% rokers 12-18 jr.;;;4,20000000000000;6,40000000000000;6,60000000000000;7,2000000000000;7,50000000000000;7,90;RIVM/CBS;2040: 0% (12-25jr.);Nationaal Preventieakkoord 2018/Samenhangende preventiestrategie;;We gaan door met initiatieven rondom de rookvrije generatie en de minimale leeftijd voor de aanschaf van nicotinehoudende producten gaat naar 21 jaar.
;% rokers > 18 jr.;;;20,20000000000000;20,60000000000000;18,90000000000000;19,0000000000000;18,20000000000000;17,80;;;;;
Binnenlandse Veiligheid;Aantal geregistreerde misdrijven;;;813,00000000000000;758,00000000000000;811,00000000000000;817,0000000000000;816,00000000000000;816,00;CBS/Politie;Lager # is beter;Versterking prestaties strafrechtketen (VPS), Strategische agenda politie;;Voorkomen en aanpakken criminaliteit
;Aantal opgehelderde misdrijven;;;220,00000000000000;209,00000000000000;230,00000000000000;228,0000000000000;208,00000000000000;180,00;CBS/Politie;Meer opgehelderd is beter (hoger aantal);Versterking prestaties strafrechtketen (VPS), Strategische agenda politie;;Voorkomen en aanpakken criminaliteit
;Ophelderingspercentage misdrijven;;;27,06027060270602;27,57255936675461;28,36004932182491;27,9069767441860;25,49019607843137;22,05;CBS/Politie;hoger % opgehelderd is beter;Versterking prestaties strafrechtketen (VPS), Strategische agenda politie;;Voorkomen en aanpakken criminaliteit
;Slachtoffers traditionele criminaliteit (% bevolking);;;;17,10000000000000;;19,9000000000000;;20,00;CBS;Hoe minder hoe beter;Breed gehanteerde indicator;;
;High Impact Crimes x 1.000;;;115,08000000000000;103,02000000000000;108,23000000000002;102,0200000000000;103,73000000000002;;CBS;Hoe minder hoe beter;Wetboek van Strafrecht, ingediende moties en toezeggingen aan de Kamer;;
;National Cybersecurity Index - NL (score);;;;;83,12000000000000;;81,67000000000000;;e-Governance Academy (Estland);Hoe hoger, hoe beter;"NIS2-richtlijn; Cyberbeveiligingswet";;We breiden de defensieve en offensieve cybercapaciteiten uit
;National Cybersecurity Index - NL (ranking);;;;;20,00000000000000;;35,00000000000000;;e-Governance Academy (Estland);hoe lager het cijfer van de ranking, hoe beter;"NIS2-richtlijn; Cyberbeveiligingswet";;We breiden de defensieve en offensieve cybercapaciteiten uit
;Slachtoffers van moord en doodslag  per 100.000 inwoners;;;0,69000000000000;0,72000000000000;0,81000000000000;0,7000000000000;0,68000000000000;;CBS;Hoe minder hoe beter;Breed gehanteerde indicator;;
Defensie en Ontwikkelingssamenwerking;Defensie uitgaven (NAVO-norm);;;1,41000000000000;1,36000000000000;1,38000000000000;1,5000000000000;1,79000000000000;2,22;Defensie;2035: 3,5% BBP;NATO guideline 2014 (2%) en Defence Investment Plan 2025 (3,5% + 1,5%);Wettelijke verankering NAVO-norm van 3,5% BBP;
;Investeringsquote defensie uitgaven (% defensie-uitgaven voor investeringen);;;;;24,90000000000000;23,9000000000000;26,70000000000000;30,10;Defensie;> 20%;NATO Defence Investment Pledge (2014) en Defence Planning Capability Review;;
;Vullingsgraad formatie krijgsmacht (Militair personeel);;;;79,90000000000001;79,90000000000001;79,0000000000000;77,20000000000000;79,50;Defensie;2025: 86,7%;Jaarverslagen ministerie van Defensie;;
;Uitgaven ontwikkelingssamenwerking (als % BNI);;;0,59000000000000;0,52000000000000;0,67000000000000;0,6600000000000;0,62000000000000;0,54;CBS;7.0000000000000001E-3;VN-resolutie 2626 (XXV) en overgenomen in EU-verplichtingen en SDG 17.2;;We zetten een stap richting de OESO-norm
Bestaanszekerheid;Armoede intensiteit (% inkomenstekort ten opzichte van de armoedegrens bij de mediaan binnen de groep in armoede);;;11,00000000000000;10,00000000000000;13,00000000000000;19,0000000000000;19,00000000000000;;CBS/SCP/Nibud;Lager is beter;het Europees Sociaal Handvest (artikel 30), het VN-Verdrag inzake Economische, Sociale en Culturele Rechten (ICESCR) en de VN-doelen (SDG 1) om armoede in 2030 uit te bannen;;We zien dat de intensiteit van de resterende armoede toeneemt. Daarom nemen we gerichte maatregelen om die kwetsbare groep, die voor een groot deel bestaat uit werkende armen, te helpen
;Huishoudens met problematische schulden (%);;;7,90000000000000;7,70000000000000;8,10000000000000;8,8000000000000;8,90000000000000;8,60;CBS;Hoe minder hoe beter;Participatiewet 2015;;… denk aan het oplossen van schuldenproblematiek
;% personen onder NL-armoedegrens (nieuwe CBS–SCP–Nibud-methode);;;5,10000000000000;4,90000000000000;3,40000000000000;2,7000000000000;3,10000000000000;;CBS/SCP/Nibud;Niet hoger dan 2024: 3,1%;het Europees Sociaal Handvest (artikel 30), het VN-Verdrag inzake Economische, Sociale en Culturele Rechten (ICESCR) en de VN-doelen (SDG 1) om armoede in 2030 uit te bannen;;Daarom zetten we ambitieus in om zoveel mogelijk mensen uit de armoede te halen (of te voorkomen dat ze erin komen)
;Kinderarmoede (% kinderen < 18);;;6,20000000000000;5,60000000000000;4,10000000000000;2,8000000000000;2,80000000000000;;CBS/CPB;Niet hoger dan 2024: 2,8%;het Europees Sociaal Handvest (artikel 30), het VN-Verdrag inzake Economische, Sociale en Culturele Rechten (ICESCR) en de VN-doelen (SDG 1) om armoede in 2030 uit te bannen;;
Gelijkheid/non-discriminatie;Gender-equality index (score);;;64,70000000000000;;;;;69,50;EIGE;Hoe hoger, hoe beter;VN-Vrouwenverdrag (CEDAW) en het Verdrag van Istanbul;;We blijven werken aan de gelijkwaardige positie van vrouwen in onze samenleving
;Gender-equality index (rang);;;;;;;;5,00;EIGE;Een hogere positie (lager getal) is beter;VN-Vrouwenverdrag (CEDAW) en het Verdrag van Istanbul;;We blijven werken aan de gelijkwaardige positie van vrouwen in onze samenleving
;Loonkloof man/vrouw (inkomen vrouwen als % van inkomen mannen);;;86,30000000000000;86,80000000000000;87,30000000000000;88,0000000000000;89,30000000000000;90,30;CBS;Een hoger % is beter;Wet Loontransparantie (2026);;
;Inkomensongelijkheid (Gini-coëfficiënt);;;0,29200000000000;0,29200000000000;0,28800000000000;0,3150000000000;0,30800000000000;;CBS;Hoe lager, hoe beter;Duurzame Ontwikkelingsdoelen (SDG’s) van de Verenigde Naties voor de periode 2015-2030 (nr. 10);;
;Vermogensongelijkheid (Gini-coëfficiënt);;;0,76600000000000;0,74000000000000;0,71900000000000;0,7280000000000;0,72500000000000;;CBS;Hoe lager, hoe beter;Duurzame Ontwikkelingsdoelen (SDG’s) van de Verenigde Naties voor de periode 2015-2030 (nr. 10);;
;Ervaren discriminatie (% personen 15+);;;;11,20000000000000;;10,8000000000000;;12,00;CBS Veiligheidsmonitor;Hoe lager, hoe beter;Arikel 1 van de Grondwet, Algemene wet gelijke behandeling (AWGB), artikel 137 Wetboek van Strafrecht;;We versterken de rol van de Nationaal Coördinator Discriminatie en Racisme en de Nationaal coördinator Antisemitismebestrijding door hun werk wettelijk te verankeren
;Verschil (in jaren) gezonde levensverwachting tussen hoogste en laagste inkomenskwintiel (mannen);;;22,70000000000000;;20,80000000000000;;;;CBS/RIVM;Hoe lager/kleiner, hoe beter;Nationaal Preventieakkoord 2018;;
;Verschil (in jaren) gezonde levensverwachting tussen hoogste en laagste inkomenskwintiel (vrouwen);;;21,60000000000000;;21,70000000000000;;;;CBS/RIVM;Hoe lager/kleiner, hoe beter;Nationaal Preventieakkoord 2018;;
